model,term,n,events,HR,CI_low,CI_high,p
reference: proliferation as a constant term (violates PH),z5,339,114,1.37106260810121,1.13162209539137,1.66116646448403,0.00127007679857016
RULE FIXED BEFORE FITTING: stratified on proliferation tertiles,z5,339,114,1.3369817587343,1.09863963996141,1.62703051862486,0.00374312296218749
RULE FIXED BEFORE FITTING: time-varying coefficient for proliferation,z5,339,114,1.35652944729722,1.11797905371356,1.64598087528748,0.00200074389747771
