endpoint,model,term,n,events,HR,CI_low,CI_high,p
recurrence,GSE14520 RFS: without proliferation,z5,225,125,1.17685302582745,0.979526914414202,1.41393056588701,0.0820247465358932
recurrence,GSE14520 RFS: with proliferation,z5,225,125,1.20827816953459,1.00101826550245,1.45845104458814,0.0487737360052873
recurrence,GSE14520 RFS: proliferation term,zp,225,125,1.15443037463619,0.958487537949552,1.39042964787383,0.130227890723209
