n_mut,n_wt,median_mut,median_wt,cliffs_delta,p_mut_vs_wt,bcat_score_genes,rho_CYB5R3_bcat,rho_lo,rho_hi,p_rho
93,265,12.8061,12.7596,0.0140393588963279,0.840780992346614,GLUL;LGR5;TBX3;AXIN1;NKD1;RHBG;SP5,0.161518914284402,0.0607010024426596,0.259074526964616,0.0018018085629422
