gs_name	gene_symbol
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	AZGP1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	BAAT
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	BDH1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	BHMT
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	BLOC1S1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	BLVRB
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	BPHL
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	BTD
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	C1R
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	C1S
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	C4A
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	C4BPA
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	C8B
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CA2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CAT
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CBR1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CD14
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CD302
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CD81
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CES1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CFB
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CFH
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CGREF1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CNGA1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	COL18A1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	COX5B
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CP
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CPA3
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CPA4
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CPB2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CPS1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CRABP1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CRYAA
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CRYM
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CSTB
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CTH
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CTSO
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CXCL2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CYB5A
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CYFIP2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CYP21A2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CYP27A1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CYP2C9
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CYP2J2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	CYP3A7
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	DAO
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	DCAF8
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	DECR1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	DNASE1L3
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	DPAGT1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	DRG2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	ECHS1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	ECI1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	EDNRB
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	EGFR
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	EHHADH
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	EMP2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	EPAS1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	EPHX1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	ETS2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	F11
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	F2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	F5
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	FAH
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	FANCA
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	FGB
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	FGG
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	FH
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	FKBP2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	FLT4
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	FMO4
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	FOXO1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	FXR2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	GCH1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	GCHFR
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	GCKR
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	GGH
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	GHR
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	GJB1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	GLYAT
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	GOT2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	GPT
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	GPX2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	GPX3
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	GSTA2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	GSTO1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	GSTZ1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	HAAO
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	HADH
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	HGD
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	HMGCS2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	HMOX2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	HPD
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	HRG
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	HSD17B10
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	HSD17B4
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	ICAM3
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	IDH2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	IDH3A
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	IFIT1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	IGF1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	IL13RA1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	IL32
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	IL6R
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	IMPA1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	INSR
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	IQGAP2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	ISG15
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	ITIH1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	ITIH3
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	ITIH4
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	ITPR2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	IVD
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	KCNJ8
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	KLKB1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	KMO
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	KNG1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	LCAT
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	LONP1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	LPIN1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	LPIN2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	MAOA
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	MAOB
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	MAPRE3
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	MGST2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	MME
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	MMUT
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	MSMO1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	MT2A
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	MTHFD1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	MTHFS
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	MYLK
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	MYO1E
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	NDUFV2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	NFIB
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	NFIC
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	NFKBIA
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	NHERF2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	NNMT
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	NRG1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	PAH
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	PAPSS2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	PCCA
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	PCCB
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	PCK1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	PCK2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	PDK4
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	PGM1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	PGRMC1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	PIK3R1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	PKLR
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	PLA2G2A
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	PLCG2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	PLG
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	PLGLB2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	PNPLA4
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	POLD4
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	PON3
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	PPP2R1B
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	PROS1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	PTGR1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	PTS
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	QDPR
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	RARRES2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	RBP5
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	RGN
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	RHOB
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	RIDA
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	RNASE4
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SBDS
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SDC1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SDHB
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SDS
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SELENBP1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SELENOP
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SERPINA3
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SERPINA6
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SERPINC1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SERPING1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SHB
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SHMT1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SLC10A1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SLC16A2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SLC23A1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SLC23A2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SLC2A2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SLC35D1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SLC6A1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SLC6A12
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SLC7A2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SLCO2A1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SLPI
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SMARCA2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SOAT1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SOD1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SOD2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SORL1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SPAM1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SPARCL1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SRD5A1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SREBF1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	SULT2A1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	TCEA2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	TDO2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	TGFBR3
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	TINAGL1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	TJP2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	TMBIM6
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	TMOD1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	TOB1
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	TPMT
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	TST
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	UQCRB
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	VSIG2
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	ZNF160
